id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
448b3e75-6954-4c8c-86ff-116f33040d4c,One_Bit_HHL,HHL_128_p_7_l_found_tracks,N/A,2026-01-31 23:02:49,0.5253462791442871,1.8082978623587195e-06,1.2211435464508435e-07,"AMD Ryzen 7 6800H with Radeon Graphics/1 device(s), TDP:45.0",NVIDIA GeForce RTX 3070 Ti Laptop GPU 1 device(s),Linux,FR/Île-de-France,0
